AC	RT	POR	SW	OIL
meter	meter	meter	meter	meter
455.4216	18.5996	39.1224	87.3437	低产油层
455.4216	18.5996	38.9869	87.2056	低产油层
451.6052	19.0523	38.8513	87.0701	低产油层
451.6052	19.0523	38.7158	86.937	低产油层
451.6052	19.0523	38.5803	86.8066	低产油层
451.6052	19.0523	38.5022	88.1189	低产油层
449.405	17.0435	38.424	89.4858	低产油层
449.405	17.0435	38.3459	90.9112	低产油层
449.405	17.0435	38.2678	92.3994	低产油层
449.405	17.0435	38.2501	94.6405	低产油层
448.9089	14.0356	38.2325	97.0449	低产油层
448.9089	14.0356	38.2149	99.6332	低产油层
448.9089	14.0356	38.1973	99.9	低产油层
448.9089	14.0356	38.2427	99.9	低产油层
450.1865	11.2744	38.288	99.9	低产油层
450.1865	11.2744	38.3334	99.9	低产油层
450.1865	11.2744	38.3788	99.9	低产油层
450.1865	11.2744	38.4688	99.9	低产油层
452.7217	9.3392	38.5588	99.9	低产油层
452.7217	9.3392	38.6488	99.9	低产油层
452.7217	9.3392	38.7389	99.9	低产油层
449.3691	13.8151	39.0102	99.9	低产油层
449.3691	13.8151	38.6703	99.9	低产油层
449.3691	13.8151	38.3304	99.9	低产油层
449.3691	13.8151	37.9745	99.9	低产油层
439.2354	18.6534	37.6146	96.32	低产油层
439.2354	18.6534	37.2548	93.1155	低产油层
439.2354	18.6534	36.8949	90.2583	低产油层
439.2354	18.6534	36.6133	88.5723	低产油层
431.854	21.4667	36.3512	87.2107	低产油层
431.854	21.4667	36.0891	85.9294	低产油层
431.854	21.4667	35.8269	84.7218	低产油层
431.854	21.4667	35.6978	84.8785	低产油层
429.1494	20.7441	35.6018	85.37	低产油层
429.1494	20.7441	35.5057	85.8682	低产油层
429.1494	20.7441	35.4097	86.373	低产油层
429.1494	20.7441	35.4306	87.9115	低产油层
430.5574	17.4455	35.4806	89.8119	低产油层
430.5574	17.4455	35.5306	91.8422	低产油层
430.5574	17.4455	35.5806	94.0175	低产油层
430.5574	17.4455	35.6847	96.4735	低产油层
433.8674	13.8368	35.8022	99.1739	低产油层
433.8674	13.8368	35.9198	99.9	低产油层
433.8674	13.8368	36.0373	99.9	低产油层
433.8674	13.8368	36.1458	99.9	低产油层
436.8591	11.3723	36.252	99.9	低产油层
436.8591	11.3723	36.3583	99.9	低产油层
436.8591	11.3723	36.4645	99.9	低产油层
